OPC-N3 Iss1.1 FirmwareVer=1.17a...........................BS
OPC-N3 177721520                                            
Config info:
LaserDAC,110
FanDAC,255
ToFtoSFRfactor,56
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
94,6,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,35,0,0.680,4.230,34.020,44.560,2.673,7.963,11.709,7,0,38,1,0,598
83,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.240,34.020,44.548,2.193,2.962,3.063,3,0,39,3,0,598
76,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.250,34.049,44.515,2.005,2.767,2.867,9,0,36,2,0,599
86,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.200,34.049,44.461,2.079,4.442,7.348,8,0,31,3,0,598
99,6,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0,0,0.680,4.240,34.076,44.452,2.954,6.158,9.073,7,0,37,2,0,598
76,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,0,0,0.680,4.240,34.105,44.315,1.948,4.592,7.482,7,0,39,3,0,599
75,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0.680,4.230,34.145,44.242,2.038,2.447,2.460,10,0,22,1,0,599
80,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,32,0,0.680,4.310,34.161,44.269,1.765,4.159,49.482,15,0,36,1,0,599
94,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,4.250,34.161,44.219,2.341,3.194,3.295,6,0,30,1,0,599
89,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0.680,4.230,34.175,44.116,2.197,2.555,2.568,8,0,41,1,0,599
90,4,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,33,0,0.680,4.230,34.204,44.081,2.519,6.392,7.815,8,0,33,0,0,599
75,5,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.240,34.217,44.045,2.073,4.623,27.970,7,0,32,0,0,599
80,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.240,34.231,44.034,1.979,2.823,2.924,8,0,32,1,0,598
81,7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0.680,4.210,34.260,44.022,2.234,4.868,7.779,8,0,27,2,0,599
78,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.260,34.274,43.985,1.866,2.656,2.756,5,0,27,0,0,599
86,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0.680,4.310,34.287,43.938,2.257,2.665,2.678,9,0,32,1,0,599
84,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.280,34.300,43.924,2.002,4.321,7.171,6,0,26,1,0,599
99,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.340,34.300,43.874,2.314,5.294,8.204,5,0,31,2,0,599
78,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.410,34.332,43.797,1.923,2.654,2.751,5,0,37,3,0,599
95,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,0,0,0.680,4.430,34.346,43.775,2.092,4.860,78.009,4,0,36,3,0,599
76,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,37,0,0.680,4.470,34.388,43.729,1.817,5.458,8.813,11,0,38,0,0,599
83,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,39,0,0.680,4.540,34.375,43.691,2.014,6.263,9.660,7,0,40,1,0,599
100,2,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,4.450,34.402,43.665,2.737,7.102,10.131,3,0,30,3,0,599
95,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.680,4.550,34.415,43.614,2.143,4.471,26.226,6,0,33,0,0,599
79,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.560,34.402,43.601,1.874,2.052,2.053,6,0,28,4,0,599
97,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0.680,4.560,34.431,43.578,2.093,2.420,2.432,9,0,27,1,0,599
99,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,33,0,0.670,4.590,34.431,43.486,2.382,4.791,5.515,2,0,23,1,0,600
72,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.470,34.474,43.480,1.614,1.696,1.696,3,0,35,2,0,599
70,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.560,34.487,43.471,1.590,1.674,1.674,6,0,31,3,0,600
77,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.530,34.487,43.431,1.569,3.701,6.394,9,0,32,0,0,600
91,2,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,28,0,0,0.680,4.560,34.514,43.381,2.305,6.048,8.922,5,0,26,3,0,600
85,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.560,34.514,43.408,2.392,4.520,4.800,10,0,29,4,0,600
98,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,39,0,0,0.680,4.560,34.514,43.356,2.297,4.767,7.455,10,0,22,4,0,600
96,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,0,0,0.680,4.570,34.543,43.294,2.143,2.434,2.446,14,0,35,1,0,599
85,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.660,34.557,43.257,2.090,2.836,2.927,8,0,28,1,0,599
80,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,39,0.680,4.690,34.586,43.299,1.911,5.415,13.913,4,0,35,0,0,600
73,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,0,0,0.680,4.630,34.586,43.248,1.766,2.094,2.106,14,0,21,4,0,599
97,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,50,0,0.680,4.630,34.626,43.216,2.259,5.981,9.231,8,0,32,4,0,599
85,8,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,50,0.680,4.720,34.626,43.189,2.278,7.990,19.029,12,0,33,1,0,599
106,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.650,34.626,43.150,2.292,3.029,3.121,7,0,24,2,0,599
81,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0.680,4.470,34.655,43.141,2.139,3.001,3.098,8,0,35,1,0,599
97,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.490,34.669,43.091,2.073,3.673,46.652,6,0,39,1,0,599
97,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,34,0,0.680,4.480,34.669,43.077,2.331,4.137,4.773,5,0,42,4,0,599
77,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,40,0.680,4.370,34.685,43.068,1.893,4.964,13.987,8,0,40,0,0,598
92,6,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,0,0,0.680,4.390,34.711,43.006,2.303,4.827,7.619,9,0,36,0,0,598
81,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,27,34,0,0.680,4.430,34.711,42.992,2.335,5.481,6.316,12,0,35,2,0,599
89,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,33,0,0.680,4.420,34.754,42.972,2.244,5.135,5.960,10,0,28,2,0,599
99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.410,34.725,42.969,2.031,2.068,2.068,11,0,38,1,0,598
100,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,35,0,0.680,4.450,34.754,42.946,2.663,4.388,5.018,7,0,39,0,0,600
91,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,31,0,0.680,4.430,34.784,42.909,2.512,4.988,5.727,5,0,38,2,0,600
92,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.500,34.784,42.845,2.255,2.406,2.407,8,0,43,0,0,600
86,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,37,0,0.680,4.420,34.784,42.832,2.483,4.264,4.899,8,0,38,0,0,601
82,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,0,0,0.680,4.440,34.800,42.835,2.099,2.652,2.675,8,0,43,2,0,601
102,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,39,0,0.680,4.490,34.826,42.825,2.463,4.071,4.695,7,0,36,0,0,601
85,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,38,0,0.680,4.550,34.856,42.816,1.973,3.503,4.118,5,0,36,1,0,601
95,6,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,36,0,0.680,4.560,34.826,42.786,2.566,5.434,6.234,13,0,30,1,0,601
94,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,34,0,0.680,4.620,34.856,42.752,2.087,3.554,4.160,6,0,44,0,0,600
67,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,40,0,0,0.680,4.620,34.856,42.752,1.907,2.939,3.043,6,0,28,2,0,600
77,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,36,0,0.680,4.590,34.856,42.685,1.708,3.173,3.783,5,0,39,4,0,600
83,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,4.530,34.869,42.699,1.914,2.090,2.092,11,0,29,3,0,600
98,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,0,0.680,4.510,34.856,42.661,2.241,2.622,2.635,3,0,40,1,0,599
75,5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,33,0,0.680,4.470,34.912,42.615,2.034,6.558,10.019,17,0,32,5,0,598
85,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.510,34.925,42.642,2.062,4.933,7.733,7,0,32,2,0,598
80,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.560,34.925,42.578,1.799,6.060,11.411,7,0,29,1,0,598
88,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0,0.680,4.460,34.938,42.616,1.898,3.362,3.989,11,0,37,0,0,597
74,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.420,34.938,42.552,1.970,2.793,2.890,8,0,29,1,0,598
88,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0,0,0.680,4.380,34.954,42.569,2.221,4.834,7.633,7,0,33,3,0,598
82,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,39,0,0.680,4.350,34.981,42.507,1.879,3.383,4.025,4,0,37,3,0,597
75,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.340,34.981,42.519,2.017,5.047,7.957,7,0,35,3,0,597
88,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,42,0.680,4.410,34.968,42.441,1.963,4.283,13.127,7,0,25,1,0,597
76,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,35,38,0,0.680,4.450,34.981,42.442,2.141,5.264,6.096,9,0,39,1,0,597
91,3,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,38,37,0,0.680,4.470,35.011,42.406,2.457,7.446,79.088,7,0,31,1,0,597
81,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,28,0,0.680,4.550,35.024,42.369,2.325,6.259,9.567,8,0,22,2,0,596
94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.500,35.024,42.328,1.853,1.886,1.886,11,0,32,2,0,596
80,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,37,0,0.680,4.490,35.037,42.319,2.310,4.639,5.358,7,0,41,5,0,596
99,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,37,0,0,0.680,4.540,35.051,42.244,2.264,4.700,7.399,10,0,42,0,0,596
103,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,32,0,0.680,4.460,35.067,42.285,2.526,4.306,4.945,10,0,40,5,0,596
85,6,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0.680,4.320,35.067,42.246,2.429,5.097,7.935,6,0,48,4,0,595
106,5,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,32,34,0,0.680,4.250,35.080,42.272,3.094,5.546,6.241,10,0,33,2,0,596
93,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.270,35.093,42.195,2.436,4.601,4.899,11,0,33,2,0,596
81,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,41,0,0.680,4.270,35.093,42.235,2.232,4.131,4.799,11,0,41,3,0,597
88,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,0,0,0.680,4.290,35.109,42.186,2.083,5.299,8.253,8,0,23,2,0,598
77,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.680,4.320,35.109,42.171,1.932,2.763,2.863,10,0,37,1,0,599
99,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,34,0,0.680,4.420,35.109,42.095,2.352,5.285,6.550,6,0,37,0,0,599
89,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.410,35.109,42.084,1.945,2.663,2.759,7,0,27,3,0,600
87,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.410,35.123,42.070,1.869,1.952,1.953,8,0,26,1,0,600
80,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,35,0,0.670,4.400,35.165,42.075,2.110,5.831,7.219,7,0,37,1,0,600
95,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,33,0,0.680,4.430,35.136,42.044,1.950,3.418,4.048,17,0,40,1,0,600
80,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,0,0,0.680,4.500,35.149,42.035,1.893,2.846,2.952,9,0,26,1,0,599
114,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,43,0,0,0.680,4.490,35.179,42.038,2.573,2.920,2.932,7,0,22,0,0,599
86,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,0,0,0.680,4.480,35.192,41.937,2.035,2.417,2.429,13,0,31,1,0,597
75,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31,0,0,0.680,4.490,35.179,41.974,1.850,2.809,2.915,3,0,34,3,0,597
79,6,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,33,0,0.680,4.440,35.179,41.910,2.123,4.963,5.783,8,0,34,4,0,596
83,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,0,0,0.680,4.470,35.192,41.937,1.923,5.467,49.578,9,0,36,3,0,596
91,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.480,35.224,41.901,1.988,2.034,2.034,7,0,32,3,0,595
