OPC-N3 Iss1.1 FirmwareVer=1.17a...........................BS
OPC-N3 177721520                                            
Config info:
LaserDAC,110
FanDAC,255
ToFtoSFRfactor,56
PVP(us/48),48
BinNo,Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23
BoundaryADC,14,40,80,120,145,215,340,590,846,1363,2029,2848,4119,5527,7076,8624,10204,11815,13457,15897,18305,20698,22966,25140,27158
Boundary_um,0.350,0.460,0.660,1.000,1.300,1.700,2.300,3.000,4.000,5.200,6.500,8.000,10.000,12.000,14.000,16.000,18.000,20.000,22.000,25.000,28.000,31.000,34.000,37.000,40.000
BinWeighting,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650,1.650
DataRequestInterval(s),1.398
MaxDataArraysPerFile,61798
Data:
Bin0,Bin1,Bin2,Bin3,Bin4,Bin5,Bin6,Bin7,Bin8,Bin9,Bin10,Bin11,Bin12,Bin13,Bin14,Bin15,Bin16,Bin17,Bin18,Bin19,Bin20,Bin21,Bin22,Bin23,MToFBin1(us/3),MToFBin3,MToFBin5,MToFBin7,SamplingPeriod(s),SFR(ml/s),Temp(C),RH(%),PM_1.000(ug/m^3),PM_2.500(ug/m^3),PM_10.000(ug/m^3),#RjtGlitch,#RjtLong,#RjtRatio,#RjtRange,#FanRevs,LaserStatus
129,6,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,25,0.680,4.100,33.582,47.151,3.402,6.345,15.872,15,0,49,2,0,602
134,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.020,33.582,47.139,3.146,3.213,3.213,8,0,49,3,0,601
115,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,0,0,0.680,4.020,33.595,47.190,3.096,5.285,29.816,10,0,54,1,0,599
118,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,3.990,33.582,47.151,2.978,3.147,3.148,6,0,55,2,0,602
128,12,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,0,0,0.680,4.090,33.609,47.156,3.944,5.652,5.795,7,0,65,2,0,602
159,6,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,48,0,0.680,4.000,33.595,47.107,4.384,10.505,14.492,11,0,50,2,0,603
129,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0.680,4.190,33.582,47.092,3.132,4.632,4.835,7,0,54,0,0,602
140,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0.680,4.130,33.609,47.110,3.851,5.090,5.207,7,0,52,5,0,604
136,12,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,38,0,0.680,4.310,33.625,47.098,3.852,6.322,7.071,15,0,59,1,0,603
134,8,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,50,0.680,4.270,33.609,47.060,3.450,9.076,27.445,14,0,59,3,0,603
131,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,0,0,0.680,4.350,33.609,47.110,3.275,5.029,5.237,17,0,56,3,0,603
113,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.330,33.625,47.061,2.965,6.116,9.033,5,0,56,1,0,603
134,12,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,35,0,0.680,4.370,33.609,47.038,3.690,8.254,11.784,17,0,49,4,0,603
110,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,36,0,0.680,4.450,33.638,47.042,3.013,4.912,5.553,13,0,48,2,0,603
140,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,0,0,0.680,4.370,33.651,47.020,3.420,4.691,4.812,16,0,56,3,0,602
125,9,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32,34,0,0.680,4.440,33.651,46.984,3.594,8.422,10.324,11,0,59,3,0,601
123,7,5,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,29,45,45,0.680,4.360,33.651,47.020,3.752,10.688,144.120,12,0,50,6,0,601
139,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.260,33.638,47.019,3.537,4.427,4.527,10,0,67,3,0,600
124,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,0,0,0.680,4.200,33.665,47.020,3.188,6.555,9.574,10,0,63,2,0,600
143,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0.680,4.190,33.681,47.023,3.732,5.777,6.004,12,0,54,4,0,600
118,5,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,35,37,0,0.680,4.170,33.665,47.020,3.489,8.566,12.279,12,0,53,4,0,599
133,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.140,33.665,47.009,3.578,3.823,3.825,9,0,59,3,0,599
139,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,0,0,0.680,4.020,33.694,47.000,3.825,4.570,4.597,19,0,54,2,0,599
122,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,48,41,0.680,4.080,33.694,46.991,3.077,7.214,17.459,14,0,53,3,0,599
154,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,40,0,0.680,4.050,33.681,46.974,3.728,6.427,7.236,12,0,59,2,0,599
144,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.050,33.681,46.974,3.604,4.476,4.582,10,0,54,3,0,599
137,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.140,33.707,46.968,3.581,6.074,9.022,10,0,44,3,0,599
126,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0.680,4.010,33.707,46.968,2.957,3.067,3.067,13,0,64,2,0,599
113,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.130,33.694,46.932,3.081,3.988,4.092,11,0,66,3,0,599
136,9,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,33,56,0.680,4.110,33.694,46.942,4.097,11.708,24.964,6,0,43,1,0,598
114,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.130,33.707,46.942,2.909,6.014,9.071,10,0,52,0,0,598
129,8,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,34,0,0.680,4.050,33.721,46.910,3.639,6.193,6.989,13,0,47,6,0,598
130,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,0,0,0.680,4.070,33.707,46.932,3.478,4.156,4.183,11,0,51,3,0,598
126,7,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,0,0.680,4.160,33.721,46.919,3.498,6.445,30.253,9,0,51,2,0,598
122,12,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,14,0,0.680,4.030,33.694,46.918,3.673,5.560,6.256,14,0,58,2,0,598
124,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,3.930,33.707,46.883,3.553,4.468,4.577,5,0,60,1,0,598
144,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,3.980,33.721,46.910,3.829,4.030,4.031,12,0,49,0,0,598
122,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,3.930,33.721,46.886,3.229,3.459,3.461,14,0,62,2,0,598
118,7,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.000,33.764,46.868,3.465,5.208,5.422,13,0,53,0,0,598
101,11,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,33,0,0.680,3.910,33.737,46.887,3.263,7.809,11.659,13,0,58,1,0,598
138,9,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,33,0,0.680,4.030,33.750,46.890,3.780,5.827,6.535,11,0,49,1,0,598
127,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.050,33.737,46.887,3.185,3.406,3.407,12,0,51,4,0,598
151,12,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.670,3.950,33.764,46.855,4.685,9.013,12.368,6,0,59,3,0,598
115,13,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,40,0,0.680,3.960,33.737,46.854,3.402,5.210,5.917,13,0,48,0,0,599
120,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.020,33.750,46.901,3.689,4.007,4.009,14,0,56,3,0,599
122,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,3.960,33.764,46.881,2.935,5.402,8.482,8,0,49,1,0,598
129,9,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,35,41,0.680,4.000,33.750,46.878,3.641,10.917,22.278,7,0,53,4,0,599
122,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.080,33.764,46.890,3.260,3.493,3.495,11,0,60,3,0,600
116,11,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,0,0,0.680,4.060,33.750,46.878,3.721,6.125,6.372,8,0,61,3,0,600
117,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31,0,0,0.680,4.160,33.764,46.890,3.040,4.148,4.263,14,0,47,0,0,600
132,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0.680,4.070,33.750,46.878,3.420,3.653,3.654,14,0,59,3,0,600
100,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,4.060,33.780,46.883,2.643,2.765,2.766,14,0,69,2,0,601
136,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0.680,3.950,33.750,46.901,3.677,4.196,4.211,23,0,57,1,0,601
144,7,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,39,0,0.680,4.110,33.780,46.858,3.679,5.459,6.141,13,0,47,3,0,601
122,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,38,0.680,3.990,33.780,46.845,3.204,6.596,16.478,15,0,56,3,0,601
126,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.010,33.764,46.890,3.477,4.511,4.619,13,0,63,3,0,602
121,9,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,0,0,0.680,3.940,33.780,46.941,3.527,5.877,30.908,9,0,43,1,0,602
136,7,6,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,33,0,0,0.680,4.030,33.764,46.901,4.340,7.835,32.426,8,0,53,2,0,602
135,16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,40,0,0.680,3.960,33.780,46.858,4.143,6.255,6.975,9,0,50,2,0,602
121,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.010,33.780,46.883,3.057,3.181,3.182,19,0,55,0,0,602
113,9,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0,0,0.680,4.040,33.780,46.858,3.884,6.594,84.010,10,0,45,5,0,602
124,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0.680,3.590,33.780,46.869,3.664,4.647,4.766,16,0,56,2,0,602
127,7,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,3.550,33.780,46.869,3.889,8.412,12.088,6,0,42,5,0,602
136,8,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,0,0,0.680,3.630,33.793,46.883,4.589,6.810,6.985,7,0,61,2,0,602
127,7,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,33,36,0,0.680,3.690,33.780,46.832,4.132,9.307,13.401,15,0,57,1,0,602
117,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,49,0,0.680,3.720,33.793,46.860,3.448,8.952,13.111,17,0,52,4,0,601
135,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0.680,3.700,33.780,46.845,4.089,6.266,6.511,6,0,55,1,0,601
133,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,0,0,0.680,3.740,33.764,46.832,4.025,5.335,5.464,17,0,61,3,0,600
140,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,3.730,33.793,46.846,4.008,5.019,5.134,10,0,56,2,0,600
122,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,34,0,0,0.680,3.830,33.780,46.832,3.910,5.584,5.724,9,0,68,6,0,600
138,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,30,0,0.680,3.910,33.806,46.872,3.670,5.713,6.442,16,0,43,1,0,599
138,11,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,38,32,0,0.680,3.880,33.820,46.874,4.505,7.283,8.045,12,0,65,2,0,599
128,12,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,35,0,40,0.680,3.940,33.793,46.846,3.870,7.669,17.690,11,0,50,3,0,598
120,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,30,44,0,0.680,3.880,33.793,46.823,3.530,5.747,6.484,8,0,62,0,0,599
119,5,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,0,55,0.680,3.700,33.806,46.849,3.547,8.985,46.194,8,0,48,3,0,597
110,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,34,0,0,0.680,3.730,33.806,46.849,3.676,5.335,5.478,10,0,50,0,0,598
122,6,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,34,37,0.680,3.800,33.793,46.836,3.586,13.941,29.623,15,0,59,3,0,597
113,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,3.710,33.793,46.790,3.107,8.487,38.456,15,0,50,1,0,597
118,8,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,42,38,0.680,3.800,33.793,46.836,3.780,12.621,27.068,14,0,59,5,0,596
129,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,3.860,33.793,46.836,3.887,4.979,5.091,15,0,51,6,0,595
134,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,0,0,0.680,3.930,33.820,46.840,3.545,3.915,3.929,17,0,59,4,0,597
110,8,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,32,0,46,0.680,4.000,33.806,46.826,3.128,6.318,16.096,14,0,57,3,0,596
124,14,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,38,0,0.680,4.000,33.780,46.810,4.125,6.848,7.656,7,0,68,1,0,596
119,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0.680,4.170,33.806,46.813,3.237,4.187,4.290,10,0,44,2,0,596
149,9,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0.680,4.110,33.806,46.826,4.091,5.803,6.012,10,0,42,2,0,595
126,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.160,33.806,46.826,3.188,4.126,4.230,10,0,58,2,0,596
119,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,40,0.680,4.020,33.806,46.791,2.949,6.255,16.062,14,0,66,4,0,595
119,12,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0.680,3.870,33.820,46.814,3.493,6.994,32.681,8,0,50,2,0,596
142,8,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,35,39,0.680,3.920,33.806,46.837,4.096,10.206,21.584,8,0,42,2,0,596
140,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,34,0,0,0.680,3.900,33.820,46.828,3.554,4.678,4.801,10,0,42,1,0,596
137,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0.680,3.860,33.820,46.803,3.660,4.133,4.148,9,0,54,1,0,596
143,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,0.680,3.910,33.806,46.767,3.843,4.320,4.335,9,0,42,1,0,596
99,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0.680,3.920,33.806,46.803,2.694,3.625,3.734,8,0,47,1,0,595
125,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,0.680,4.010,33.836,46.794,3.507,4.767,4.887,11,0,53,1,0,596
126,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.040,33.852,46.773,3.238,4.797,5.007,7,0,46,1,0,596
126,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0.680,4.030,33.820,46.768,3.313,3.719,3.733,5,0,68,2,0,596
110,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0.680,4.060,33.820,46.781,3.015,4.619,4.828,13,0,45,2,0,596
134,9,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.130,33.806,46.803,3.697,7.649,10.810,11,0,48,4,0,596
144,9,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,0,0,0.680,4.150,33.836,46.746,4.197,9.135,12.396,13,0,37,1,0,596
142,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31,0,0,0.680,4.240,33.836,46.735,3.524,3.964,3.977,19,0,57,3,0,596
120,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0.680,4.120,33.820,46.744,2.875,4.776,28.699,7,0,60,4,0,596
131,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0.680,4.170,33.820,46.781,3.079,7.199,33.761,20,0,57,1,0,596
109,8,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,51,0,0.670,4.150,33.820,46.721,3.300,6.268,7.082,12,0,54,2,0,597
137,10,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,37,0,0.680,4.170,33.806,46.744,4.222,7.765,8.654,11,0,50,1,0,597
130,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0.680,4.160,33.852,46.723,3.479,4.695,4.811,7,0,57,3,0,596
116,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0.680,4.210,33.836,46.712,2.995,4.584,4.787,5,0,50,3,0,597
140,4,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,39,39,0.680,4.130,33.820,46.744,3.532,8.156,18.302,18,0,53,0,0,598
133,5,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,37,0.680,4.150,33.836,46.735,3.499,6.915,16.417,13,0,64,4,0,598
122,8,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33,41,0,0.680,4.200,33.852,46.749,3.459,7.712,54.437,14,0,57,4,0,598
120,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0,0.680,4.140,33.836,46.746,2.993,4.648,5.324,15,0,55,2,0,598
129,13,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,31,0,0.680,4.280,33.836,46.758,3.792,6.281,7.036,11,0,57,1,0,598
