"timestamp","pm10","pm2.5","pm1","noise","illuminance","irradiance","temperature","humidity","presure","voltage","batery","panel","sensor"
"2020-09-11T11:10:31.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":143.6,""max"":188,""min"":106,""sd"":23.92}","{""value"":6.82,""max"":12,""min"":3,""sd"":2.56}","{""value"":22.07,""max"":22.09,""min"":22.05,""sd"":0.07}","{""value"":71.8,""max"":71.99,""min"":71.69,""sd"":0.18}","{""value"":901.63,""max"":901.68,""min"":901.55,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":4.77,""max"":4.85,""min"":0.04,""sd"":0.48}",
"2020-09-11T11:10:31.000Z","{""value"":16.3,""max"":24,""min"":10,""sd"":3.7}","{""value"":14.9,""max"":19,""min"":10,""sd"":2.76}","{""value"":10.93,""max"":15,""min"":8,""sd"":2.21}",,,,,,,,,,2
"2020-09-11T10:55:13.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":347.23,""max"":571,""min"":191,""sd"":123}","{""value"":0.9,""max"":3,""min"":0,""sd"":1.1}","{""value"":22.07,""max"":22.09,""min"":22.06,""sd"":0.07}","{""value"":72.01,""max"":72.87,""min"":70.99,""sd"":0.66}","{""value"":901.72,""max"":901.9,""min"":901.6,""sd"":0.16}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":4.03,""max"":4.8,""min"":2.54,""sd"":0.85}",
"2020-09-11T10:55:13.000Z","{""value"":14.2,""max"":16,""min"":12,""sd"":1.21}","{""value"":12.93,""max"":16,""min"":11,""sd"":1.53}","{""value"":9.67,""max"":12,""min"":8,""sd"":1.18}",,,,,,,,,,2
"2020-09-11T10:39:57.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":589.98,""max"":590,""min"":587,""sd"":0.29}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.03,""max"":22.06,""min"":22,""sd"":0.08}","{""value"":73.53,""max"":74.43,""min"":72.32,""sd"":0.73}","{""value"":901.91,""max"":902.01,""min"":901.83,""sd"":0.13}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0.54,""max"":1.54,""min"":0.06,""sd"":0.53}",
"2020-09-11T10:39:57.000Z","{""value"":14.77,""max"":20,""min"":10,""sd"":2.81}","{""value"":14.1,""max"":18,""min"":10,""sd"":2.27}","{""value"":11.13,""max"":15,""min"":9,""sd"":1.63}",,,,,,,,,,2
"2020-09-11T10:24:43.000Z","{""value"":19.47,""max"":22,""min"":18,""sd"":1.13}","{""value"":18.53,""max"":21,""min"":17,""sd"":0.99}","{""value"":13.73,""max"":16,""min"":12,""sd"":0.96}",,,,,,,,,,2
"2020-09-11T10:24:43.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.03,""max"":22.07,""min"":22.02,""sd"":0.07}","{""value"":74.65,""max"":74.96,""min"":74.15,""sd"":0.32}","{""value"":901.93,""max"":901.99,""min"":901.84,""sd"":0.14}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0.01,""max"":0.03,""min"":0,""sd"":0.07}",
"2020-09-11T10:09:29.000Z","{""value"":21.8,""max"":27,""min"":19,""sd"":3.56}","{""value"":19.6,""max"":22,""min"":19,""sd"":1.34}","{""value"":12.2,""max"":14,""min"":11,""sd"":1.64}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.05,""max"":22.07,""min"":22.01,""sd"":0.08}","{""value"":75.31,""max"":75.67,""min"":74.98,""sd"":0.31}","{""value"":901.95,""max"":902.03,""min"":901.88,""sd"":0.14}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.03,""min"":0,""sd"":0.04}",
"2020-09-11T10:09:29.000Z","{""value"":19.83,""max"":23,""min"":16,""sd"":1.59}","{""value"":18.7,""max"":22,""min"":16,""sd"":1.46}","{""value"":14.13,""max"":16,""min"":12,""sd"":1.05}",,,,,,,,,,2
"2020-09-11T09:54:15.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22,""max"":22.04,""min"":21.97,""sd"":0.08}","{""value"":75.34,""max"":75.62,""min"":75.02,""sd"":0.27}","{""value"":901.76,""max"":901.89,""min"":901.65,""sd"":0.15}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.01,""min"":0,""sd"":0.04}",
"2020-09-11T09:54:15.000Z","{""value"":16.8,""max"":19,""min"":15,""sd"":1.21}","{""value"":15.93,""max"":18,""min"":14,""sd"":1.39}","{""value"":12.87,""max"":15,""min"":11,""sd"":0.92}",,,,,,,,,,2
"2020-09-11T09:38:37.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":21.99,""max"":22.02,""min"":21.96,""sd"":0.07}","{""value"":74.77,""max"":75.04,""min"":74.43,""sd"":0.26}","{""value"":901.53,""max"":901.65,""min"":901.44,""sd"":0.15}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.03}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0.02}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.04}",
"2020-09-11T09:38:37.000Z","{""value"":14.73,""max"":17,""min"":12,""sd"":1.27}","{""value"":13.03,""max"":14,""min"":12,""sd"":0.82}","{""value"":10.67,""max"":12,""min"":9,""sd"":0.88}",,,,,,,,,,2
"2020-09-11T09:23:20.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.07,""max"":22.13,""min"":22.02,""sd"":0.08}","{""value"":74.37,""max"":74.51,""min"":74.27,""sd"":0.15}","{""value"":901.45,""max"":901.5,""min"":901.41,""sd"":0.12}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0.02}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.04}",
"2020-09-11T09:23:20.000Z","{""value"":15.33,""max"":20,""min"":12,""sd"":2.82}","{""value"":14.33,""max"":18,""min"":11,""sd"":2.02}","{""value"":9.87,""max"":11,""min"":7,""sd"":1.3}",,,,,,,,,,2
"2020-09-11T09:08:02.000Z","{""value"":16.87,""max"":21,""min"":14,""sd"":1.63}","{""value"":15.23,""max"":19,""min"":12,""sd"":1.56}","{""value"":11.33,""max"":14,""min"":9,""sd"":1.16}",,,,,,,,,,2
"2020-09-11T09:08:02.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.22,""max"":22.32,""min"":22.13,""sd"":0.1}","{""value"":73.9,""max"":74.46,""min"":73.63,""sd"":0.28}","{""value"":901.4,""max"":901.49,""min"":901.28,""sd"":0.14}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0.04}","{""value"":0,""max"":0.03,""min"":0,""sd"":0.04}",
"2020-09-11T08:52:47.000Z","{""value"":20.4,""max"":24,""min"":17,""sd"":2.06}","{""value"":17.67,""max"":21,""min"":14,""sd"":1.95}","{""value"":13.47,""max"":16,""min"":11,""sd"":1.55}",,,,,,,,,,2
"2020-09-11T08:52:47.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590.05,""max"":591,""min"":590,""sd"":0.37}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.41,""max"":22.48,""min"":22.33,""sd"":0.09}","{""value"":74.59,""max"":75.1,""min"":73.97,""sd"":0.41}","{""value"":901.11,""max"":901.28,""min"":901.01,""sd"":0.16}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0.05}","{""value"":0,""max"":0.01,""min"":0,""sd"":0.02}",
"2020-09-11T08:37:35.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590.64,""max"":591,""min"":590,""sd"":0.7}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.52,""max"":22.54,""min"":22.48,""sd"":0.07}","{""value"":75.66,""max"":76.59,""min"":75.1,""sd"":0.55}","{""value"":901.1,""max"":901.16,""min"":901.04,""sd"":0.13}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0.05}","{""value"":0,""max"":0.03,""min"":0,""sd"":0.05}",
"2020-09-11T08:37:35.000Z","{""value"":28.53,""max"":41,""min"":19,""sd"":5.97}","{""value"":25.07,""max"":33,""min"":18,""sd"":4.76}","{""value"":15.4,""max"":18,""min"":13,""sd"":1.84}",,,,,,,,,,2
"2020-09-11T08:22:21.000Z","{""value"":49,""max"":50,""min"":48,""sd"":1.41}","{""value"":36.5,""max"":37,""min"":36,""sd"":0.71}","{""value"":25,""max"":26,""min"":24,""sd"":1.19}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590.29,""max"":591,""min"":590,""sd"":0.62}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.47,""max"":22.54,""min"":22.39,""sd"":0.09}","{""value"":76.63,""max"":76.9,""min"":76.36,""sd"":0.22}","{""value"":901.1,""max"":901.15,""min"":901.03,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.03}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0.04}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.03}",
"2020-09-11T08:22:21.000Z","{""value"":30.6,""max"":33,""min"":27,""sd"":1.8}","{""value"":27.4,""max"":29,""min"":24,""sd"":1.5}","{""value"":20.13,""max"":23,""min"":18,""sd"":1.32}",,,,,,,,,,2
"2020-09-11T08:06:42.000Z","{""value"":42,""max"":49,""min"":36,""sd"":4.6}","{""value"":35.07,""max"":39,""min"":31,""sd"":2.22}","{""value"":23.27,""max"":26,""min"":21,""sd"":1.53}",,,,,,,,,,2
"2020-09-11T08:06:42.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.29,""max"":22.39,""min"":22.21,""sd"":0.1}","{""value"":75.91,""max"":76.78,""min"":75.22,""sd"":0.53}","{""value"":901.18,""max"":901.25,""min"":901.05,""sd"":0.13}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0.03}","{""value"":0,""max"":0.01,""min"":0,""sd"":0.04}",
"2020-09-11T07:50:59.000Z","{""value"":36.9,""max"":55,""min"":20,""sd"":11.97}","{""value"":31.77,""max"":43,""min"":19,""sd"":8.34}","{""value"":21.53,""max"":28,""min"":16,""sd"":4.76}",,,,,,,,,,2
"2020-09-11T07:50:59.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.12,""max"":22.21,""min"":22.09,""sd"":0.08}","{""value"":75.4,""max"":75.64,""min"":75.09,""sd"":0.2}","{""value"":901.23,""max"":901.3,""min"":901.17,""sd"":0.15}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0.04}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.04}",
"2020-09-11T07:35:42.000Z","{""value"":19.47,""max"":23,""min"":16,""sd"":2.03}","{""value"":18,""max"":21,""min"":16,""sd"":1.51}","{""value"":13.33,""max"":15,""min"":12,""sd"":0.9}",,,,,,,,,,2
"2020-09-11T07:35:42.000Z",,,,"{""value"":0,""max"":0.14,""min"":0,""sd"":0.03}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.08,""max"":22.09,""min"":22.04,""sd"":0.08}","{""value"":75.38,""max"":75.65,""min"":75.24,""sd"":0.21}","{""value"":901.25,""max"":901.29,""min"":901.19,""sd"":0.13}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.03,""min"":0,""sd"":0.04}",
"2020-09-11T07:20:25.000Z",,,,"{""value"":0,""max"":0.02,""min"":0,""sd"":0.01}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.12,""max"":22.16,""min"":22.09,""sd"":0.08}","{""value"":75.32,""max"":75.63,""min"":75.19,""sd"":0.24}","{""value"":901.27,""max"":901.33,""min"":901.21,""sd"":0.14}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.05}",
"2020-09-11T07:20:25.000Z","{""value"":19.5,""max"":26,""min"":17,""sd"":1.62}","{""value"":18,""max"":22,""min"":16,""sd"":1.59}","{""value"":13.37,""max"":17,""min"":12,""sd"":1.17}",,,,,,,,,,2
"2020-09-11T07:05:17.000Z","{""value"":17.87,""max"":22,""min"":15,""sd"":2.2}","{""value"":15.53,""max"":17,""min"":14,""sd"":1.06}","{""value"":12.07,""max"":14,""min"":11,""sd"":1.03}",,,,,,,,,,2
"2020-09-11T07:05:17.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.24,""max"":22.3,""min"":22.15,""sd"":0.09}","{""value"":75.02,""max"":75.53,""min"":74.82,""sd"":0.3}","{""value"":901.31,""max"":901.39,""min"":901.24,""sd"":0.13}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.04}",
"2020-09-11T06:50:03.000Z","{""value"":21.87,""max"":26,""min"":16,""sd"":2.71}","{""value"":20.3,""max"":25,""min"":15,""sd"":2.35}","{""value"":15.03,""max"":19,""min"":12,""sd"":1.94}",,,,,,,,,,2
"2020-09-11T06:50:03.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":590,""max"":590,""min"":590,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.37,""max"":22.41,""min"":22.3,""sd"":0.08}","{""value"":75.35,""max"":76.1,""min"":74.53,""sd"":0.54}","{""value"":901.61,""max"":901.78,""min"":901.36,""sd"":0.18}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.01}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.03,""min"":0,""sd"":0.05}",
"2020-09-11T06:33:58.000Z","{""value"":26.07,""max"":38,""min"":22,""sd"":2.5}","{""value"":22.23,""max"":27,""min"":18,""sd"":2.25}","{""value"":14.8,""max"":18,""min"":10,""sd"":1.8}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.01}","{""value"":590.62,""max"":591,""min"":590,""sd"":0.6}","{""value"":0,""max"":0,""min"":0,""sd"":0}",,"{""value"":75.96,""max"":77.1,""min"":75.67,""sd"":0.39}","{""value"":901.82,""max"":901.9,""min"":901.72,""sd"":0.14}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.03,""min"":0,""sd"":0.04}",
"2020-09-11T06:33:58.000Z","{""value"":22.93,""max"":28,""min"":18,""sd"":2.32}","{""value"":21.43,""max"":26,""min"":18,""sd"":2.19}","{""value"":16.6,""max"":20,""min"":14,""sd"":1.64}",,,,,,,,,,2
"2020-09-11T06:16:49.000Z","{""value"":28.73,""max"":34,""min"":26,""sd"":2.66}","{""value"":25.27,""max"":27,""min"":24,""sd"":0.88}","{""value"":16.47,""max"":18,""min"":15,""sd"":0.74}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":591,""max"":591,""min"":591,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.69,""max"":22.81,""min"":22.61,""sd"":0.12}","{""value"":76.28,""max"":76.97,""min"":75.72,""sd"":0.45}","{""value"":901.87,""max"":901.95,""min"":901.78,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.01,""min"":0,""sd"":0.03}",
"2020-09-11T06:16:49.000Z","{""value"":32.27,""max"":36,""min"":29,""sd"":2.12}","{""value"":28.47,""max"":30,""min"":27,""sd"":1.06}","{""value"":18.93,""max"":20,""min"":18,""sd"":0.59}",,,,,,,,,,2
"2020-09-11T06:01:36.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":591,""max"":591,""min"":591,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.86,""max"":22.91,""min"":22.8,""sd"":0.08}","{""value"":75.76,""max"":76.08,""min"":75.33,""sd"":0.34}","{""value"":901.93,""max"":901.99,""min"":901.84,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.03}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.03}",
"2020-09-11T06:01:36.000Z","{""value"":28.67,""max"":35,""min"":21,""sd"":3.77}","{""value"":25.4,""max"":29,""min"":21,""sd"":2.32}","{""value"":17.73,""max"":19,""min"":16,""sd"":1.16}",,,,,,,,,,2
"2020-09-11T05:46:18.000Z","{""value"":31.63,""max"":42,""min"":23,""sd"":4.35}","{""value"":27.8,""max"":34,""min"":22,""sd"":3.4}","{""value"":20.58,""max"":23,""min"":15,""sd"":2.31}",,,,,,,,,,2
"2020-09-11T05:46:18.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":591,""max"":591,""min"":591,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.98,""max"":23.08,""min"":22.9,""sd"":0.09}","{""value"":74.82,""max"":75.63,""min"":74.09,""sd"":0.59}","{""value"":901.84,""max"":901.9,""min"":901.76,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.02}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.04}",
"2020-09-11T05:31:01.000Z","{""value"":27.33,""max"":30,""min"":23,""sd"":2.23}","{""value"":24.6,""max"":27,""min"":23,""sd"":1.4}","{""value"":17.8,""max"":19,""min"":17,""sd"":0.77}",,,,,,,,,,2
"2020-09-11T05:31:01.000Z",,,,"{""value"":0,""max"":0.25,""min"":0,""sd"":0.04}","{""value"":591,""max"":591,""min"":591,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.2,""max"":23.29,""min"":23.08,""sd"":0.11}","{""value"":73.75,""max"":74.52,""min"":73.01,""sd"":0.52}","{""value"":901.92,""max"":901.97,""min"":901.83,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.03}","{""value"":4.12,""max"":4.12,""min"":4.12,""sd"":0}","{""value"":0,""max"":0.01,""min"":0,""sd"":0.02}",
"2020-09-11T05:15:47.000Z","{""value"":23.1,""max"":28,""min"":18,""sd"":2.11}","{""value"":22,""max"":28,""min"":18,""sd"":2.34}","{""value"":16.13,""max"":19,""min"":13,""sd"":1.13}",,,,,,,,,,2
"2020-09-11T05:15:47.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":591.41,""max"":592,""min"":591,""sd"":0.66}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.4,""max"":23.46,""min"":23.3,""sd"":0.1}","{""value"":72.51,""max"":72.99,""min"":72.11,""sd"":0.36}","{""value"":901.99,""max"":902.05,""min"":901.94,""sd"":0.12}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.04}","{""value"":4.13,""max"":4.13,""min"":4.12,""sd"":0.04}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.05}",
"2020-09-11T05:00:29.000Z","{""value"":35.5,""max"":36,""min"":35,""sd"":0.71}","{""value"":30,""max"":30,""min"":30,""sd"":0}","{""value"":21,""max"":21,""min"":21,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":591.99,""max"":592,""min"":591,""sd"":0.16}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.49,""max"":23.54,""min"":23.45,""sd"":0.07}","{""value"":72.57,""max"":73.1,""min"":72.27,""sd"":0.33}","{""value"":902.11,""max"":902.18,""min"":902,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.13,""max"":4.13,""min"":4.12,""sd"":0.05}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.04}",
"2020-09-11T05:00:29.000Z","{""value"":33.53,""max"":38,""min"":30,""sd"":2.29}","{""value"":29.93,""max"":32,""min"":28,""sd"":1.1}","{""value"":20.67,""max"":22,""min"":19,""sd"":0.9}",,,,,,,,,,2
"2020-09-11T04:45:15.000Z","{""value"":40.76,""max"":62,""min"":28,""sd"":4.32}","{""value"":34.27,""max"":49,""min"":28,""sd"":3.56}","{""value"":23.73,""max"":33,""min"":20,""sd"":2.8}",,,,,,,,,,2
"2020-09-11T04:45:15.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":592,""max"":592,""min"":592,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.59,""max"":23.71,""min"":23.53,""sd"":0.1}","{""value"":74.1,""max"":74.75,""min"":73.12,""sd"":0.55}","{""value"":902.26,""max"":902.37,""min"":902.14,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.04}","{""value"":4.13,""max"":4.13,""min"":4.12,""sd"":0.06}","{""value"":0,""max"":0.03,""min"":0,""sd"":0.04}",
"2020-09-11T04:29:59.000Z","{""value"":31.73,""max"":36,""min"":26,""sd"":2.58}","{""value"":29.47,""max"":32,""min"":26,""sd"":2.07}","{""value"":20.2,""max"":22,""min"":19,""sd"":1.08}",,,,,,,,,,2
"2020-09-11T04:29:59.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":592,""max"":592,""min"":592,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.79,""max"":23.86,""min"":23.71,""sd"":0.09}","{""value"":74.51,""max"":74.97,""min"":74.34,""sd"":0.24}","{""value"":902.43,""max"":902.58,""min"":902.28,""sd"":0.15}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.13,""max"":4.13,""min"":4.12,""sd"":0.05}","{""value"":0,""max"":0.01,""min"":0,""sd"":0.04}",
"2020-09-11T04:14:46.000Z","{""value"":33.97,""max"":39,""min"":29,""sd"":2.6}","{""value"":30.47,""max"":34,""min"":27,""sd"":1.59}","{""value"":21.37,""max"":23,""min"":19,""sd"":1.12}",,,,,,,,,,2
"2020-09-11T04:14:46.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":592,""max"":592,""min"":592,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.88,""max"":23.9,""min"":23.86,""sd"":0.07}","{""value"":74.61,""max"":74.96,""min"":74.4,""sd"":0.2}","{""value"":902.57,""max"":902.66,""min"":902.5,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.13,""max"":4.13,""min"":4.12,""sd"":0.04}","{""value"":0.01,""max"":0.03,""min"":0,""sd"":0.06}",
"2020-09-11T03:59:33.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":592,""max"":592,""min"":592,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.88,""max"":23.91,""min"":23.83,""sd"":0.08}","{""value"":75.1,""max"":75.79,""min"":73.92,""sd"":0.55}","{""value"":902.62,""max"":902.68,""min"":902.58,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.13,""max"":4.13,""min"":4.13,""sd"":0}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.07}",
"2020-09-11T03:59:33.000Z","{""value"":43.67,""max"":47,""min"":40,""sd"":1.88}","{""value"":35.53,""max"":38,""min"":33,""sd"":1.25}","{""value"":24.27,""max"":26,""min"":23,""sd"":0.88}",,,,,,,,,,2
"2020-09-11T03:44:20.000Z","{""value"":28.17,""max"":37,""min"":21,""sd"":5.65}","{""value"":25.4,""max"":32,""min"":20,""sd"":4.47}","{""value"":17.83,""max"":22,""min"":14,""sd"":2.94}",,,,,,,,,,2
"2020-09-11T03:44:20.000Z",,,,"{""value"":0,""max"":0.01,""min"":0,""sd"":0.01}","{""value"":592,""max"":592,""min"":592,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.88,""max"":23.9,""min"":23.86,""sd"":0.06}","{""value"":73.05,""max"":74.55,""min"":72.3,""sd"":0.72}","{""value"":902.63,""max"":902.69,""min"":902.58,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.13,""max"":4.13,""min"":4.13,""sd"":0}","{""value"":0,""max"":0.02,""min"":0,""sd"":0.06}",
"2020-09-11T03:29:03.000Z","{""value"":32.73,""max"":41,""min"":25,""sd"":4.43}","{""value"":29,""max"":32,""min"":25,""sd"":2.07}","{""value"":20.87,""max"":22,""min"":19,""sd"":1.25}",,,,,,,,,,2
"2020-09-11T03:29:03.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":592,""max"":592,""min"":592,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":23.83,""max"":23.87,""min"":23.79,""sd"":0.07}","{""value"":72.98,""max"":73.49,""min"":72.31,""sd"":0.41}","{""value"":902.65,""max"":902.77,""min"":902.58,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.13,""max"":4.13,""min"":4.13,""sd"":0}","{""value"":0.01,""max"":0.03,""min"":0,""sd"":0.07}",
