"timestamp","pm10","pm2.5","pm1","noise","illuminance","irradiance","temperature","humidity","presure","voltage","batery","panel","sensor"
"2020-09-12T17:50:39.000Z","{""value"":30,""max"":31,""min"":29,""sd"":1.41}","{""value"":26.5,""max"":27,""min"":26,""sd"":0.71}","{""value"":18,""max"":18,""min"":18,""sd"":0}","{""value"":0,""max"":0.16,""min"":0,""sd"":0.03}","{""value"":15.78,""max"":18,""min"":12,""sd"":1.63}","{""value"":384.29,""max"":639,""min"":285,""sd"":74.25}","{""value"":26.03,""max"":26.22,""min"":25.76,""sd"":0.21}","{""value"":68,""max"":69.99,""min"":65.99,""sd"":0.98}","{""value"":900.15,""max"":900.35,""min"":899.99,""sd"":0.16}","{""value"":4.92,""max"":4.92,""min"":4.92,""sd"":0.01}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":5.92,""max"":6.26,""min"":4.94,""sd"":0.54}",
"2020-09-12T17:50:39.000Z","{""value"":29.4,""max"":34,""min"":26,""sd"":2.32}","{""value"":26,""max"":28,""min"":23,""sd"":1.36}","{""value"":17.93,""max"":19,""min"":17,""sd"":0.59}",,,,,,,,,,2
"2020-09-12T17:35:23.000Z","{""value"":23.73,""max"":27,""min"":21,""sd"":2.12}","{""value"":23.2,""max"":26,""min"":21,""sd"":1.66}","{""value"":15.67,""max"":17,""min"":14,""sd"":0.98}",,,,,,,,,,2
"2020-09-12T17:35:23.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":20.14,""max"":21,""min"":18,""sd"":1.03}","{""value"":257.66,""max"":311,""min"":234,""sd"":22.42}","{""value"":25.5,""max"":25.75,""min"":25.25,""sd"":0.2}","{""value"":69.55,""max"":70.95,""min"":68.16,""sd"":0.87}","{""value"":900.59,""max"":900.78,""min"":900.34,""sd"":0.19}","{""value"":4.92,""max"":4.92,""min"":4.92,""sd"":0}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":5.96,""max"":6.15,""min"":5.86,""sd"":0.15}",
"2020-09-12T17:20:05.000Z","{""value"":33.77,""max"":51,""min"":24,""sd"":7.61}","{""value"":29.4,""max"":42,""min"":21,""sd"":6.02}","{""value"":20,""max"":28,""min"":15,""sd"":3.96}",,,,,,,,,,2
"2020-09-12T17:20:05.000Z","{""value"":27.2,""max"":30,""min"":25,""sd"":1.92}","{""value"":21.8,""max"":25,""min"":20,""sd"":2.17}","{""value"":14.8,""max"":16,""min"":13,""sd"":1.3}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":20.33,""max"":23,""min"":18,""sd"":1.66}","{""value"":247.26,""max"":308,""min"":194,""sd"":33.42}","{""value"":24.98,""max"":25.25,""min"":24.76,""sd"":0.18}","{""value"":70.56,""max"":72.22,""min"":69.08,""sd"":0.89}","{""value"":901.01,""max"":901.17,""min"":900.76,""sd"":0.18}","{""value"":4.92,""max"":4.92,""min"":4.91,""sd"":0.03}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":5.75,""max"":6.09,""min"":1.74,""sd"":0.57}",
"2020-09-12T17:04:50.000Z","{""value"":24.67,""max"":31,""min"":20,""sd"":3.24}","{""value"":21.33,""max"":24,""min"":20,""sd"":1.18}","{""value"":13.93,""max"":15,""min"":13,""sd"":0.59}","{""value"":0,""max"":0.22,""min"":0,""sd"":0.04}","{""value"":24.68,""max"":26,""min"":24,""sd"":0.58}","{""value"":177.77,""max"":192,""min"":170,""sd"":5.37}","{""value"":24.58,""max"":24.74,""min"":24.44,""sd"":0.14}","{""value"":71.85,""max"":73.57,""min"":70.49,""sd"":0.86}","{""value"":901.46,""max"":901.67,""min"":901.18,""sd"":0.22}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":5.12,""max"":5.47,""min"":4.91,""sd"":0.28}",
"2020-09-12T17:04:50.000Z","{""value"":23.73,""max"":25,""min"":21,""sd"":1.16}","{""value"":22.6,""max"":25,""min"":21,""sd"":1.3}","{""value"":16.13,""max"":18,""min"":15,""sd"":1.06}",,,,,,,,,,2
"2020-09-12T16:49:30.000Z","{""value"":27.53,""max"":33,""min"":21,""sd"":3.4}","{""value"":25.2,""max"":31,""min"":20,""sd"":2.99}","{""value"":17.3,""max"":20,""min"":14,""sd"":1.69}",,,,,,,,,,2
"2020-09-12T16:49:30.000Z","{""value"":26.5,""max"":27,""min"":26,""sd"":0.71}","{""value"":26.5,""max"":27,""min"":26,""sd"":0.71}","{""value"":20,""max"":20,""min"":20,""sd"":0}","{""value"":0.01,""max"":0.41,""min"":0,""sd"":0.08}","{""value"":21.54,""max"":24,""min"":20,""sd"":1.6}","{""value"":216.79,""max"":244,""min"":186,""sd"":20.27}","{""value"":24.3,""max"":24.46,""min"":24.12,""sd"":0.17}","{""value"":75.22,""max"":77.76,""min"":73.85,""sd"":0.97}","{""value"":901.92,""max"":902.09,""min"":901.67,""sd"":0.17}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":5.62,""max"":5.99,""min"":4.93,""sd"":0.4}",
"2020-09-12T16:34:17.000Z","{""value"":29.4,""max"":34,""min"":24,""sd"":3.97}","{""value"":24.6,""max"":25,""min"":24,""sd"":0.55}","{""value"":15.2,""max"":16,""min"":14,""sd"":0.84}","{""value"":0.03,""max"":1.58,""min"":0,""sd"":0.23}","{""value"":21.48,""max"":23,""min"":21,""sd"":0.73}","{""value"":213.91,""max"":233,""min"":190,""sd"":9.72}","{""value"":23.94,""max"":24.1,""min"":23.69,""sd"":0.17}","{""value"":74.94,""max"":76.93,""min"":72.97,""sd"":1.05}","{""value"":902.18,""max"":902.26,""min"":902.06,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":5.88,""max"":5.96,""min"":5.64,""sd"":0.14}",
"2020-09-12T16:34:17.000Z","{""value"":26.87,""max"":32,""min"":22,""sd"":3}","{""value"":25.53,""max"":30,""min"":21,""sd"":2.8}","{""value"":16.53,""max"":19,""min"":15,""sd"":0.99}",,,,,,,,,,2
"2020-09-12T16:19:03.000Z","{""value"":26.03,""max"":30,""min"":22,""sd"":1.5}","{""value"":23.37,""max"":29,""min"":19,""sd"":1.98}","{""value"":16.2,""max"":20,""min"":13,""sd"":1.41}",,,,,,,,,,2
"2020-09-12T16:19:03.000Z",,,,"{""value"":0.03,""max"":1.8,""min"":0,""sd"":0.19}","{""value"":23.52,""max"":25,""min"":22,""sd"":0.99}","{""value"":186.63,""max"":205,""min"":161,""sd"":9.57}","{""value"":23.67,""max"":23.74,""min"":23.58,""sd"":0.12}","{""value"":76.27,""max"":78.09,""min"":73.15,""sd"":1.37}","{""value"":902.37,""max"":902.55,""min"":902.2,""sd"":0.16}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":5.39,""max"":5.78,""min"":4.91,""sd"":0.37}",
"2020-09-12T16:03:49.000Z","{""value"":31.78,""max"":37,""min"":29,""sd"":2.59}","{""value"":25.22,""max"":28,""min"":22,""sd"":1.49}","{""value"":16.44,""max"":18,""min"":15,""sd"":1.13}","{""value"":0,""max"":0.12,""min"":0,""sd"":0.03}","{""value"":31.23,""max"":37,""min"":25,""sd"":3.91}","{""value"":113.43,""max"":159,""min"":82,""sd"":21.98}","{""value"":23.63,""max"":23.69,""min"":23.52,""sd"":0.13}","{""value"":76.19,""max"":77.12,""min"":75.07,""sd"":0.66}","{""value"":902.66,""max"":902.76,""min"":902.54,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":4.94,""max"":4.99,""min"":4.88,""sd"":0.07}",
"2020-09-12T16:03:49.000Z","{""value"":28.47,""max"":38,""min"":21,""sd"":4.93}","{""value"":24.93,""max"":29,""min"":20,""sd"":2.81}","{""value"":16.6,""max"":18,""min"":15,""sd"":1.18}",,,,,,,,,,2
"2020-09-12T15:48:36.000Z",,,,"{""value"":0,""max"":0.1,""min"":0,""sd"":0.03}","{""value"":41.34,""max"":43,""min"":38,""sd"":1.47}","{""value"":73.23,""max"":80,""min"":70,""sd"":3.03}","{""value"":23.89,""max"":24.06,""min"":23.58,""sd"":0.24}","{""value"":73.42,""max"":75.57,""min"":72.19,""sd"":0.8}","{""value"":902.85,""max"":903.02,""min"":902.74,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.02}","{""value"":4.91,""max"":4.92,""min"":4.87,""sd"":0.05}",
"2020-09-12T15:48:36.000Z","{""value"":29.43,""max"":34,""min"":24,""sd"":2.01}","{""value"":26.17,""max"":30,""min"":23,""sd"":1.49}","{""value"":18.13,""max"":20,""min"":16,""sd"":0.97}",,,,,,,,,,2
"2020-09-12T15:33:22.000Z",,,,"{""value"":0,""max"":0.23,""min"":0,""sd"":0.05}","{""value"":36.3,""max"":45,""min"":32,""sd"":2.58}","{""value"":93.06,""max"":114,""min"":69,""sd"":10.66}","{""value"":24.24,""max"":24.33,""min"":24.11,""sd"":0.14}","{""value"":70.86,""max"":72.53,""min"":68.79,""sd"":0.95}","{""value"":903.12,""max"":903.22,""min"":902.97,""sd"":0.15}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":4.93,""max"":4.95,""min"":4.92,""sd"":0.04}",
"2020-09-12T15:33:22.000Z","{""value"":26.87,""max"":31,""min"":22,""sd"":2.61}","{""value"":24.6,""max"":28,""min"":22,""sd"":1.84}","{""value"":17,""max"":20,""min"":14,""sd"":1.65}",,,,,,,,,,2
"2020-09-12T15:18:07.000Z",,,,"{""value"":0,""max"":0.27,""min"":0,""sd"":0.04}","{""value"":30.49,""max"":32,""min"":28,""sd"":1.12}","{""value"":128.37,""max"":142,""min"":114,""sd"":8.97}","{""value"":24.27,""max"":24.35,""min"":24.16,""sd"":0.15}","{""value"":70.8,""max"":72.04,""min"":68.58,""sd"":0.84}","{""value"":903.21,""max"":903.26,""min"":903.16,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.03}","{""value"":4.9,""max"":4.97,""min"":0.77,""sd"":0.45}",
"2020-09-12T15:18:07.000Z","{""value"":27.4,""max"":33,""min"":21,""sd"":3.21}","{""value"":24.4,""max"":28,""min"":21,""sd"":1.63}","{""value"":17.13,""max"":20,""min"":13,""sd"":1.49}",,,,,,,,,,2
"2020-09-12T15:02:54.000Z","{""value"":25.33,""max"":29,""min"":21,""sd"":2.53}","{""value"":21.53,""max"":26,""min"":18,""sd"":2.64}","{""value"":15.27,""max"":17,""min"":14,""sd"":1.22}",,,,,,,,,,2
"2020-09-12T15:02:54.000Z",,,,"{""value"":0,""max"":0.01,""min"":0,""sd"":0.01}","{""value"":29.71,""max"":33,""min"":27,""sd"":1.96}","{""value"":132.27,""max"":149,""min"":109,""sd"":14.79}","{""value"":24.28,""max"":24.36,""min"":24.15,""sd"":0.16}","{""value"":69.15,""max"":69.85,""min"":67.24,""sd"":0.63}","{""value"":903.23,""max"":903.33,""min"":903.14,""sd"":0.15}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.03}","{""value"":4.96,""max"":4.98,""min"":4.89,""sd"":0.09}",
"2020-09-12T14:47:40.000Z",,,,"{""value"":0,""max"":0.09,""min"":0,""sd"":0.03}","{""value"":35.02,""max"":36,""min"":33,""sd"":1.13}","{""value"":100.84,""max"":108,""min"":96,""sd"":4.14}","{""value"":24.19,""max"":24.3,""min"":24.09,""sd"":0.14}","{""value"":70.11,""max"":70.52,""min"":69.34,""sd"":0.44}","{""value"":903.27,""max"":903.32,""min"":903.22,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.93,""max"":4.95,""min"":4.89,""sd"":0.08}",
"2020-09-12T14:47:40.000Z","{""value"":26.73,""max"":29,""min"":23,""sd"":1.28}","{""value"":23.3,""max"":27,""min"":20,""sd"":1.54}","{""value"":16.33,""max"":18,""min"":15,""sd"":0.91}",,,,,,,,,,2
"2020-09-12T14:32:26.000Z",,,,"{""value"":0,""max"":0.22,""min"":0,""sd"":0.04}","{""value"":32.37,""max"":35,""min"":31,""sd"":1.26}","{""value"":114.99,""max"":123,""min"":99,""sd"":6.73}","{""value"":24,""max"":24.12,""min"":23.8,""sd"":0.15}","{""value"":69.51,""max"":70.32,""min"":68.69,""sd"":0.54}","{""value"":903.28,""max"":903.33,""min"":903.22,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.04}","{""value"":4.93,""max"":4.96,""min"":4.88,""sd"":0.09}",
"2020-09-12T14:32:26.000Z","{""value"":25.73,""max"":28,""min"":21,""sd"":2.19}","{""value"":22.87,""max"":26,""min"":20,""sd"":1.6}","{""value"":16.07,""max"":18,""min"":13,""sd"":1.33}",,,,,,,,,,2
"2020-09-12T14:16:59.000Z",,,,"{""value"":0,""max"":0.16,""min"":0,""sd"":0.04}","{""value"":29.62,""max"":31,""min"":28,""sd"":1.2}","{""value"":129.69,""max"":140,""min"":117,""sd"":8.03}","{""value"":23.64,""max"":23.82,""min"":23.46,""sd"":0.16}","{""value"":69.57,""max"":70.13,""min"":68.6,""sd"":0.55}","{""value"":903.2,""max"":903.3,""min"":903.14,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.04}","{""value"":4.95,""max"":4.97,""min"":4.95,""sd"":0.04}",
"2020-09-12T14:16:59.000Z","{""value"":23.07,""max"":26,""min"":20,""sd"":2.09}","{""value"":20.47,""max"":24,""min"":18,""sd"":2.1}","{""value"":13.17,""max"":16,""min"":11,""sd"":1.29}",,,,,,,,,,2
"2020-09-12T14:01:34.000Z",,,,"{""value"":0.03,""max"":1.76,""min"":0,""sd"":0.23}","{""value"":33.35,""max"":39,""min"":31,""sd"":2.22}","{""value"":105.08,""max"":116,""min"":82,""sd"":10.28}","{""value"":23.33,""max"":23.45,""min"":23.24,""sd"":0.11}","{""value"":70.53,""max"":71.02,""min"":69.56,""sd"":0.5}","{""value"":903.18,""max"":903.23,""min"":903.14,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.05}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.04}","{""value"":4.94,""max"":4.95,""min"":4.92,""sd"":0.06}",
"2020-09-12T14:01:34.000Z","{""value"":19.07,""max"":21,""min"":16,""sd"":1.39}","{""value"":17.13,""max"":18,""min"":16,""sd"":0.52}","{""value"":12.67,""max"":14,""min"":12,""sd"":0.72}",,,,,,,,,,2
"2020-09-12T13:46:10.000Z","{""value"":17,""max"":19,""min"":13,""sd"":1.81}","{""value"":15.33,""max"":18,""min"":13,""sd"":1.45}","{""value"":11.2,""max"":13,""min"":9,""sd"":1.01}",,,,,,,,,,2
"2020-09-12T13:46:10.000Z",,,,"{""value"":0,""max"":0.46,""min"":0,""sd"":0.06}","{""value"":41.45,""max"":44,""min"":39,""sd"":1.09}","{""value"":73.49,""max"":80,""min"":66,""sd"":3.38}","{""value"":23.18,""max"":23.26,""min"":23.11,""sd"":0.11}","{""value"":70.24,""max"":70.89,""min"":69.43,""sd"":0.49}","{""value"":903.21,""max"":903.28,""min"":903.12,""sd"":0.13}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.91,""max"":4.92,""min"":4.86,""sd"":0.06}",
"2020-09-12T13:30:55.000Z",,,,"{""value"":0,""max"":0.33,""min"":0,""sd"":0.07}","{""value"":42.01,""max"":44,""min"":38,""sd"":1.68}","{""value"":73.14,""max"":87,""min"":65,""sd"":5.97}","{""value"":23.08,""max"":23.17,""min"":22.98,""sd"":0.12}","{""value"":69.6,""max"":70.12,""min"":69.29,""sd"":0.36}","{""value"":903.03,""max"":903.17,""min"":902.92,""sd"":0.14}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.03}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.91,""max"":4.93,""min"":4.86,""sd"":0.07}",
"2020-09-12T13:30:55.000Z","{""value"":18.93,""max"":25,""min"":14,""sd"":1.76}","{""value"":16.47,""max"":20,""min"":14,""sd"":1.52}","{""value"":12.13,""max"":14,""min"":10,""sd"":1.15}",,,,,,,,,,2
"2020-09-12T13:15:42.000Z",,,,"{""value"":0,""max"":0.3,""min"":0,""sd"":0.06}","{""value"":37.31,""max"":42,""min"":35,""sd"":1.64}","{""value"":91.22,""max"":99,""min"":76,""sd"":5.98}","{""value"":22.8,""max"":22.98,""min"":22.6,""sd"":0.17}","{""value"":70.37,""max"":71.27,""min"":69.02,""sd"":0.62}","{""value"":902.75,""max"":902.94,""min"":902.58,""sd"":0.16}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.04}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.93,""max"":4.94,""min"":4.92,""sd"":0.05}",
"2020-09-12T13:15:42.000Z","{""value"":18.6,""max"":21,""min"":16,""sd"":1.4}","{""value"":16.53,""max"":18,""min"":14,""sd"":1.13}","{""value"":12.2,""max"":13,""min"":11,""sd"":0.68}",,,,,,,,,,2
"2020-09-12T13:00:24.000Z",,,,"{""value"":0,""max"":0.33,""min"":0,""sd"":0.05}","{""value"":48.18,""max"":52,""min"":42,""sd"":2.4}","{""value"":60.36,""max"":75,""min"":52,""sd"":5.6}","{""value"":22.39,""max"":22.59,""min"":22.25,""sd"":0.15}","{""value"":73.15,""max"":74.65,""min"":70.92,""sd"":1.33}","{""value"":902.45,""max"":902.63,""min"":902.31,""sd"":0.17}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.02}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.9,""max"":4.91,""min"":4.87,""sd"":0.06}",
"2020-09-12T13:00:24.000Z","{""value"":19.07,""max"":23,""min"":15,""sd"":1.84}","{""value"":15.67,""max"":20,""min"":13,""sd"":1.57}","{""value"":10.87,""max"":13,""min"":9,""sd"":1.06}",,,,,,,,,,2
"2020-09-12T12:44:45.000Z","{""value"":18.4,""max"":21,""min"":16,""sd"":1.59}","{""value"":17.13,""max"":19,""min"":16,""sd"":0.92}","{""value"":12.2,""max"":13,""min"":11,""sd"":0.68}",,,,,,,,,,2
"2020-09-12T12:44:45.000Z",,,,"{""value"":0,""max"":0.36,""min"":0,""sd"":0.06}","{""value"":53.51,""max"":60,""min"":48,""sd"":3.54}","{""value"":50.73,""max"":59,""min"":41,""sd"":5.47}","{""value"":22.1,""max"":22.24,""min"":22,""sd"":0.12}","{""value"":76.57,""max"":77.54,""min"":74.25,""sd"":1.05}","{""value"":902.24,""max"":902.32,""min"":902.18,""sd"":0.13}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.89,""max"":4.91,""min"":4.86,""sd"":0.05}",
"2020-09-12T12:29:28.000Z",,,,"{""value"":0.01,""max"":0.4,""min"":0,""sd"":0.08}","{""value"":63.64,""max"":65,""min"":61,""sd"":0.98}","{""value"":37.26,""max"":40,""min"":36,""sd"":1.07}","{""value"":21.85,""max"":22,""min"":21.76,""sd"":0.12}","{""value"":78.94,""max"":79.99,""min"":77.72,""sd"":0.7}","{""value"":902.2,""max"":902.29,""min"":902.11,""sd"":0.15}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.03}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.88,""max"":4.89,""min"":4.84,""sd"":0.04}",
"2020-09-12T12:29:28.000Z","{""value"":22.1,""max"":28,""min"":18,""sd"":2.14}","{""value"":20.1,""max"":25,""min"":16,""sd"":1.67}","{""value"":13.9,""max"":17,""min"":12,""sd"":1.17}",,,,,,,,,,2
"2020-09-12T12:14:09.000Z",,,,"{""value"":0,""max"":0.47,""min"":0,""sd"":0.06}","{""value"":62.75,""max"":70,""min"":56,""sd"":5.67}","{""value"":39.36,""max"":46,""min"":32,""sd"":5.58}","{""value"":21.73,""max"":21.8,""min"":21.66,""sd"":0.11}","{""value"":79.13,""max"":79.83,""min"":78.3,""sd"":0.58}","{""value"":902.07,""max"":902.16,""min"":901.98,""sd"":0.14}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.89,""max"":4.9,""min"":4.87,""sd"":0.06}",
"2020-09-12T12:14:09.000Z","{""value"":21.87,""max"":25,""min"":19,""sd"":1.96}","{""value"":20.8,""max"":24,""min"":19,""sd"":1.66}","{""value"":15.33,""max"":18,""min"":14,""sd"":1.18}",,,,,,,,,,2
"2020-09-12T11:58:56.000Z","{""value"":23.7,""max"":27,""min"":19,""sd"":1.52}","{""value"":20.47,""max"":24,""min"":18,""sd"":1.32}","{""value"":14.8,""max"":17,""min"":12,""sd"":1.04}",,,,,,,,,,2
"2020-09-12T11:58:56.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":70.81,""max"":74,""min"":67,""sd"":2.56}","{""value"":31.7,""max"":34,""min"":29,""sd"":1.67}","{""value"":21.67,""max"":21.77,""min"":21.53,""sd"":0.14}","{""value"":78.95,""max"":79.49,""min"":77.6,""sd"":0.55}","{""value"":901.98,""max"":902.13,""min"":901.75,""sd"":0.18}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.05}","{""value"":4.87,""max"":4.89,""min"":4.84,""sd"":0.06}",
"2020-09-12T11:43:42.000Z",,,,"{""value"":0,""max"":0.05,""min"":0,""sd"":0.02}","{""value"":86.14,""max"":96,""min"":74,""sd"":6.82}","{""value"":23.14,""max"":30,""min"":19,""sd"":3.27}","{""value"":21.9,""max"":22.04,""min"":21.75,""sd"":0.17}","{""value"":75.99,""max"":77.65,""min"":74.07,""sd"":1.22}","{""value"":901.63,""max"":901.76,""min"":901.46,""sd"":0.16}","{""value"":4.91,""max"":4.91,""min"":4.9,""sd"":0.02}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.04}","{""value"":4.86,""max"":4.88,""min"":4.82,""sd"":0.07}",
"2020-09-12T11:43:42.000Z","{""value"":21.87,""max"":25,""min"":20,""sd"":1.6}","{""value"":18.6,""max"":20,""min"":17,""sd"":0.99}","{""value"":14.07,""max"":15,""min"":12,""sd"":1.1}",,,,,,,,,,2
"2020-09-12T11:28:28.000Z","{""value"":21.03,""max"":27,""min"":16,""sd"":2.46}","{""value"":18.73,""max"":24,""min"":13,""sd"":2.97}","{""value"":13.17,""max"":17,""min"":10,""sd"":1.95}",,,,,,,,,,2
"2020-09-12T11:28:28.000Z",,,,"{""value"":0,""max"":0.01,""min"":0,""sd"":0.01}","{""value"":105.33,""max"":144,""min"":92,""sd"":14.28}","{""value"":16.93,""max"":20,""min"":9,""sd"":3.03}","{""value"":22.15,""max"":22.29,""min"":21.94,""sd"":0.16}","{""value"":74.35,""max"":74.88,""min"":73.76,""sd"":0.4}","{""value"":901.24,""max"":901.45,""min"":901.06,""sd"":0.18}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.02}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.02}","{""value"":4.86,""max"":4.87,""min"":4.8,""sd"":0.08}",
"2020-09-12T11:13:14.000Z","{""value"":20.93,""max"":28,""min"":16,""sd"":3.47}","{""value"":16.33,""max"":19,""min"":13,""sd"":1.8}","{""value"":11.87,""max"":14,""min"":9,""sd"":1.41}",,,,,,,,,,2
"2020-09-12T11:13:14.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":257.38,""max"":334,""min"":147,""sd"":66.05}","{""value"":3.16,""max"":9,""min"":0,""sd"":2.99}","{""value"":22.38,""max"":22.41,""min"":22.29,""sd"":0.09}","{""value"":73.56,""max"":74.41,""min"":73.14,""sd"":0.42}","{""value"":900.95,""max"":901.07,""min"":900.82,""sd"":0.15}","{""value"":4.91,""max"":4.92,""min"":4.91,""sd"":0.02}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0.02}","{""value"":4.72,""max"":4.84,""min"":4.46,""sd"":0.16}",
"2020-09-12T10:58:00.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":377.32,""max"":532,""min"":313,""sd"":71.08}","{""value"":0.2,""max"":1,""min"":0,""sd"":0.48}","{""value"":22.5,""max"":22.6,""min"":22.37,""sd"":0.13}","{""value"":73.24,""max"":73.84,""min"":72.89,""sd"":0.38}","{""value"":900.61,""max"":900.83,""min"":900.5,""sd"":0.17}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":3.88,""max"":4.64,""min"":2.36,""sd"":0.85}",
"2020-09-12T10:58:00.000Z","{""value"":20.23,""max"":25,""min"":17,""sd"":1.69}","{""value"":17.73,""max"":21,""min"":14,""sd"":1.51}","{""value"":13.07,""max"":14,""min"":11,""sd"":0.83}",,,,,,,,,,2
"2020-09-12T10:42:22.000Z","{""value"":22.2,""max"":24,""min"":20,""sd"":1.26}","{""value"":20.33,""max"":23,""min"":19,""sd"":1.18}","{""value"":15.2,""max"":16,""min"":14,""sd"":0.68}",,,,,,,,,,2
"2020-09-12T10:42:22.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":582.69,""max"":591,""min"":538,""sd"":14.6}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.73,""max"":22.82,""min"":22.58,""sd"":0.13}","{""value"":72.89,""max"":73.33,""min"":72.37,""sd"":0.4}","{""value"":900.33,""max"":900.54,""min"":900.21,""sd"":0.17}","{""value"":4.91,""max"":4.91,""min"":4.91,""sd"":0}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":1.08,""max"":2.03,""min"":0.2,""sd"":0.72}",
"2020-09-12T10:27:04.000Z","{""value"":19.17,""max"":23,""min"":16,""sd"":1.48}","{""value"":17.6,""max"":20,""min"":15,""sd"":1.28}","{""value"":12.87,""max"":15,""min"":11,""sd"":1.01}",,,,,,,,,,2
"2020-09-12T10:27:04.000Z",,,,"{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":591,""max"":591,""min"":591,""sd"":0}","{""value"":0,""max"":0,""min"":0,""sd"":0}","{""value"":22.83,""max"":22.85,""min"":22.81,""sd"":0.06}","{""value"":72.6,""max"":72.78,""min"":72.46,""sd"":0.21}","{""value"":900.28,""max"":900.41,""min"":900.19,""sd"":0.16}","{""value"":4.91,""max"":4.92,""min"":4.9,""sd"":0.02}","{""value"":4.09,""max"":4.09,""min"":4.09,""sd"":0}","{""value"":0.06,""max"":0.11,""min"":0,""sd"":0.08}",
