"timestamp","sensor","pm10","pm2.5","pm1","noise","illuminance","irradiance","temperature","humidity","presure","voltage","batery","panel"
"2020-09-10T18:43:22.000Z",,"{""value"":8.33,""max"":17,""min"":5,""sd"":3.35}","{""value"":6.4,""max"":8,""min"":5,""sd"":0.74}","{""value"":4.47,""max"":6,""min"":4,""sd"":0.64}","{""value"":0.15,""max"":0.42,""min"":0.1,""sd"":0.17}","{""value"":79.62,""max"":92,""min"":72,""sd"":7.46}","{""value"":22.73,""max"":27,""min"":18,""sd"":3.52}","{""value"":26.81,""max"":27.15,""min"":26.36,""sd"":0.26}","{""value"":62.34,""max"":64,""min"":60.95,""sd"":0.84}","{""value"":899.77,""max"":899.97,""min"":899.66,""sd"":0.16}",,,
"2020-09-10T18:43:22.000Z",2,"{""value"":8.4,""max"":11,""min"":6,""sd"":1.3}","{""value"":7.4,""max"":8,""min"":6,""sd"":0.74}","{""value"":6.07,""max"":7,""min"":5,""sd"":0.7}",,,,,,,,,
"2020-09-10T18:23:47.000Z",2,"{""value"":9.6,""max"":12,""min"":8,""sd"":1.4}",,"{""value"":6.07,""max"":7,""min"":5,""sd"":0.59}",,,,,,,,,
"2020-09-10T18:23:47.000Z",,"{""value"":8.4,""max"":17,""min"":5,""sd"":3.44}","{""value"":6.67,""max"":8,""min"":5,""sd"":0.98}","{""value"":5.13,""max"":6,""min"":4,""sd"":0.83}","{""value"":0.15,""max"":0.34,""min"":0.1,""sd"":0.16}","{""value"":62.86,""max"":72,""min"":48,""sd"":6.1}","{""value"":35.64,""max"":56,""min"":27,""sd"":7.61}","{""value"":27.76,""max"":28.35,""min"":27.13,""sd"":0.42}","{""value"":59.17,""max"":61,""min"":57.64,""sd"":1.07}","{""value"":899.94,""max"":900.05,""min"":899.83,""sd"":0.15}",,,
"2020-09-10T18:02:30.000Z",2,"{""value"":8.8,""max"":10,""min"":7,""sd"":1.01}","{""value"":8.4,""max"":9,""min"":7,""sd"":0.63}","{""value"":6.53,""max"":7,""min"":6,""sd"":0.52}",,,,,,,,,
"2020-09-10T18:02:30.000Z",,"{""value"":10.47,""max"":15,""min"":8,""sd"":2.75}","{""value"":7.67,""max"":9,""min"":7,""sd"":0.9}","{""value"":4.87,""max"":6,""min"":4,""sd"":0.52}","{""value"":0.13,""max"":0.28,""min"":0.09,""sd"":0.14}","{""value"":41.43,""max"":47,""min"":39,""sd"":2.66}","{""value"":69.6,""max"":77,""min"":56,""sd"":6.71}","{""value"":28.95,""max"":29.7,""min"":28.24,""sd"":0.45}","{""value"":56.05,""max"":58.61,""min"":52.63,""sd"":1.88}","{""value"":900.02,""max"":900.19,""min"":899.89,""sd"":0.16}",,,
"2020-09-10T17:39:17.000Z",,"{""value"":10.1,""max"":20,""min"":7,""sd"":1.79}","{""value"":8.03,""max"":9,""min"":7,""sd"":0.71}","{""value"":5.5,""max"":7,""min"":4,""sd"":0.95}","{""value"":0.14,""max"":0.36,""min"":0.09,""sd"":0.16}","{""value"":35.93,""max"":43,""min"":29,""sd"":5.18}","{""value"":95.61,""max"":129,""min"":64,""sd"":21.89}","{""value"":30.02,""max"":30.37,""min"":29.69,""sd"":0.28}","{""value"":51.35,""max"":52.93,""min"":49.76,""sd"":0.92}","{""value"":900.27,""max"":900.42,""min"":900.11,""sd"":0.18}",,,
"2020-09-10T17:39:17.000Z",2,"{""value"":8.97,""max"":11,""min"":7,""sd"":0.96}","{""value"":7.73,""max"":9,""min"":7,""sd"":0.7}","{""value"":6.6,""max"":9,""min"":5,""sd"":0.96}",,,,,,,,,
"2020-09-10T17:24:04.000Z",,"{""value"":9.87,""max"":19,""min"":7,""sd"":3.46}","{""value"":6.93,""max"":9,""min"":5,""sd"":1.16}","{""value"":4.4,""max"":5,""min"":4,""sd"":0.51}","{""value"":0.14,""max"":0.67,""min"":0.09,""sd"":0.16}","{""value"":28.01,""max"":29,""min"":26,""sd"":0.77}","{""value"":134.66,""max"":150,""min"":128,""sd"":4.03}","{""value"":30.7,""max"":30.96,""min"":30.37,""sd"":0.24}","{""value"":48.91,""max"":49.98,""min"":47.75,""sd"":0.73}","{""value"":900.42,""max"":900.58,""min"":900.29,""sd"":0.18}",,,
"2020-09-10T17:24:04.000Z",2,,"{""value"":6.53,""max"":8,""min"":4,""sd"":0.99}","{""value"":5.27,""max"":6,""min"":4,""sd"":0.59}",,,,,,,,,
"2020-09-10T17:08:51.000Z",2,"{""value"":7.53,""max"":11,""min"":6,""sd"":1.29}","{""value"":6.8,""max"":10,""min"":4,""sd"":1.29}","{""value"":5.63,""max"":7,""min"":4,""sd"":0.94}",,,,,,,,,
"2020-09-10T17:08:51.000Z",,"{""value"":9.6,""max"":17,""min"":6,""sd"":1.9}","{""value"":7.47,""max"":9,""min"":6,""sd"":0.92}","{""value"":5.2,""max"":6,""min"":4,""sd"":0.75}","{""value"":0.15,""max"":0.37,""min"":0.1,""sd"":0.18}","{""value"":19.17,""max"":25,""min"":11,""sd"":4.26}","{""value"":312.23,""max"":674,""min"":157,""sd"":160.93}","{""value"":31.08,""max"":31.3,""min"":30.91,""sd"":0.19}","{""value"":46.61,""max"":48.45,""min"":42.95,""sd"":1.74}","{""value"":900.58,""max"":900.69,""min"":900.43,""sd"":0.19}",,,
"2020-09-10T16:53:39.000Z",2,"{""value"":8.67,""max"":10,""min"":7,""sd"":0.72}","{""value"":7.93,""max"":9,""min"":7,""sd"":0.59}","{""value"":6.6,""max"":7,""min"":6,""sd"":0.51}",,,,,,,,,
"2020-09-10T16:53:39.000Z",,"{""value"":10.8,""max"":16,""min"":7,""sd"":3.12}","{""value"":7.27,""max"":8,""min"":6,""sd"":0.7}","{""value"":5,""max"":6,""min"":4,""sd"":0.53}","{""value"":0.16,""max"":0.7,""min"":0.11,""sd"":0.19}","{""value"":20.44,""max"":26,""min"":11,""sd"":5.77}","{""value"":308.78,""max"":667,""min"":149,""sd"":186.12}","{""value"":31.46,""max"":31.6,""min"":31.24,""sd"":0.2}","{""value"":42.09,""max"":44.36,""min"":40.81,""sd"":1.21}","{""value"":900.76,""max"":900.9,""min"":900.58,""sd"":0.17}",,,
"2020-09-10T16:38:24.000Z",,"{""value"":12.87,""max"":24,""min"":8,""sd"":2.78}","{""value"":9.07,""max"":11,""min"":7,""sd"":1}","{""value"":5.57,""max"":8,""min"":4,""sd"":0.98}","{""value"":0.15,""max"":0.53,""min"":0.1,""sd"":0.16}","{""value"":14.98,""max"":24,""min"":11,""sd"":3.66}","{""value"":497.17,""max"":662,""min"":176,""sd"":162.25}","{""value"":31.14,""max"":31.47,""min"":30.87,""sd"":0.23}","{""value"":41.75,""max"":42.44,""min"":40.96,""sd"":0.5}","{""value"":901,""max"":901.12,""min"":900.86,""sd"":0.16}",,,
"2020-09-10T16:38:24.000Z",2,"{""value"":11.47,""max"":16,""min"":8,""sd"":2.28}","{""value"":10.67,""max"":15,""min"":8,""sd"":2.09}","{""value"":8.77,""max"":11,""min"":7,""sd"":1.54}",,,,,,,,,
"2020-09-10T16:23:13.000Z",2,"{""value"":14.93,""max"":16,""min"":13,""sd"":0.96}","{""value"":13.8,""max"":16,""min"":12,""sd"":1.01}","{""value"":10.33,""max"":12,""min"":9,""sd"":0.9}",,,,,,,,,
"2020-09-10T16:23:13.000Z",,"{""value"":21.07,""max"":26,""min"":16,""sd"":3.1}","{""value"":13.07,""max"":16,""min"":11,""sd"":1.16}","{""value"":8.67,""max"":9,""min"":8,""sd"":0.49}","{""value"":0.14,""max"":0.3,""min"":0.09,""sd"":0.15}","{""value"":20.49,""max"":28,""min"":12,""sd"":3.25}","{""value"":270.35,""max"":624,""min"":135,""sd"":73.13}","{""value"":30.85,""max"":31.15,""min"":29.9,""sd"":0.4}","{""value"":42.67,""max"":45.08,""min"":41,""sd"":1.22}","{""value"":901.26,""max"":901.45,""min"":901.1,""sd"":0.16}",,,
"2020-09-10T16:08:01.000Z",,"{""value"":15.33,""max"":21,""min"":13,""sd"":2.06}","{""value"":12.53,""max"":13,""min"":12,""sd"":0.72}","{""value"":8.67,""max"":9,""min"":8,""sd"":0.7}","{""value"":0.14,""max"":0.35,""min"":0.09,""sd"":0.16}","{""value"":13.13,""max"":18,""min"":12,""sd"":1.27}","{""value"":545.9,""max"":644,""min"":272,""sd"":43.03}","{""value"":30.45,""max"":31.17,""min"":29.97,""sd"":0.53}","{""value"":43.92,""max"":45.09,""min"":42.32,""sd"":0.89}","{""value"":901.57,""max"":901.75,""min"":901.42,""sd"":0.16}",,,
"2020-09-10T16:08:01.000Z",2,"{""value"":14.47,""max"":16,""min"":13,""sd"":0.83}","{""value"":14.27,""max"":16,""min"":13,""sd"":0.88}","{""value"":12.13,""max"":13,""min"":11,""sd"":0.64}",,,,,,,,,
"2020-09-10T15:52:46.000Z",,"{""value"":18.33,""max"":31,""min"":10,""sd"":5.86}","{""value"":12.8,""max"":17,""min"":9,""sd"":2.46}","{""value"":8.85,""max"":10,""min"":7,""sd"":1.05}","{""value"":0.14,""max"":0.31,""min"":0.09,""sd"":0.16}","{""value"":20.76,""max"":26,""min"":12,""sd"":4.45}","{""value"":270.37,""max"":601,""min"":145,""sd"":104.1}","{""value"":31.04,""max"":31.13,""min"":30.87,""sd"":0.17}","{""value"":43.21,""max"":44.32,""min"":42.43,""sd"":0.64}","{""value"":901.94,""max"":902.09,""min"":901.72,""sd"":0.17}",,,
"2020-09-10T15:52:46.000Z",2,"{""value"":15.3,""max"":19,""min"":11,""sd"":1.27}","{""value"":14.27,""max"":16,""min"":11,""sd"":1.18}","{""value"":11.37,""max"":13,""min"":8,""sd"":1.15}",,,,,,,,,
"2020-09-10T15:37:30.000Z",2,"{""value"":17.2,""max"":21,""min"":14,""sd"":1.97}","{""value"":15.27,""max"":17,""min"":14,""sd"":0.96}","{""value"":12.27,""max"":14,""min"":11,""sd"":0.8}",,,,,,,,,
"2020-09-10T15:37:30.000Z",,"{""value"":18.73,""max"":30,""min"":11,""sd"":6.64}","{""value"":13.33,""max"":18,""min"":11,""sd"":2.53}","{""value"":9.33,""max"":12,""min"":8,""sd"":1.4}","{""value"":0.14,""max"":1.23,""min"":0.09,""sd"":0.19}","{""value"":16.81,""max"":31,""min"":13,""sd"":5.19}","{""value"":402.99,""max"":561,""min"":109,""sd"":118.29}","{""value"":30.7,""max"":30.94,""min"":30.12,""sd"":0.34}","{""value"":43.91,""max"":44.71,""min"":43.03,""sd"":0.61}","{""value"":902.17,""max"":902.27,""min"":902.03,""sd"":0.15}",,,
"2020-09-10T15:22:17.000Z",,"{""value"":11.2,""max"":21,""min"":7,""sd"":1.81}","{""value"":8.67,""max"":11,""min"":6,""sd"":1.08}","{""value"":5.27,""max"":7,""min"":4,""sd"":0.91}","{""value"":0.16,""max"":0.36,""min"":0.09,""sd"":0.19}","{""value"":16.31,""max"":35,""min"":13,""sd"":5.9}","{""value"":433.05,""max"":515,""min"":89,""sd"":132.22}","{""value"":30.78,""max"":31.17,""min"":29.69,""sd"":0.51}","{""value"":43.27,""max"":45.32,""min"":42.1,""sd"":1.06}","{""value"":902.32,""max"":902.51,""min"":902.19,""sd"":0.15}",,,
"2020-09-10T15:22:17.000Z",2,"{""value"":9.1,""max"":12,""min"":6,""sd"":1.84}","{""value"":8.57,""max"":12,""min"":6,""sd"":1.91}","{""value"":6.47,""max"":8,""min"":5,""sd"":1.18}",,,,,,,,,
"2020-09-10T15:06:49.000Z",2,"{""value"":11.8,""max"":15,""min"":10,""sd"":1.32}","{""value"":11.07,""max"":12,""min"":10,""sd"":0.7}","{""value"":8.67,""max"":9,""min"":8,""sd"":0.49}",,,,,,,,,
"2020-09-10T15:06:49.000Z",,"{""value"":18.47,""max"":21,""min"":15,""sd"":1.92}","{""value"":12.2,""max"":13,""min"":11,""sd"":0.77}","{""value"":8.47,""max"":9,""min"":7,""sd"":0.64}","{""value"":0.15,""max"":0.64,""min"":0.1,""sd"":0.19}","{""value"":19.08,""max"":33,""min"":13,""sd"":6.96}","{""value"":325.82,""max"":531,""min"":99,""sd"":156.46}","{""value"":30.58,""max"":30.91,""min"":30.1,""sd"":0.29}","{""value"":46.08,""max"":47.73,""min"":44.18,""sd"":1.14}","{""value"":902.65,""max"":902.84,""min"":902.48,""sd"":0.16}",,,
"2020-09-10T14:51:23.000Z",2,"{""value"":12.27,""max"":16,""min"":7,""sd"":2.89}","{""value"":11.6,""max"":15,""min"":7,""sd"":2.27}","{""value"":9.43,""max"":12,""min"":6,""sd"":2.09}",,,,,,,,,
"2020-09-10T14:51:23.000Z",,"{""value"":16.3,""max"":27,""min"":10,""sd"":4.29}","{""value"":11.33,""max"":16,""min"":8,""sd"":2.15}","{""value"":8.13,""max"":11,""min"":6,""sd"":2.06}","{""value"":0.15,""max"":0.62,""min"":0.09,""sd"":0.2}","{""value"":14.02,""max"":15,""min"":14,""sd"":0.22}","{""value"":451.13,""max"":461,""min"":433,""sd"":5.84}","{""value"":29.86,""max"":30.24,""min"":29.4,""sd"":0.32}","{""value"":46.33,""max"":47.21,""min"":45.56,""sd"":0.59}","{""value"":902.98,""max"":903.09,""min"":902.81,""sd"":0.15}",,,
"2020-09-10T14:36:10.000Z",,"{""value"":14.4,""max"":25,""min"":10,""sd"":4.24}","{""value"":10.47,""max"":12,""min"":8,""sd"":0.99}","{""value"":7.4,""max"":8,""min"":6,""sd"":0.63}","{""value"":0.15,""max"":0.36,""min"":0.09,""sd"":0.18}","{""value"":15,""max"":15,""min"":15,""sd"":0}","{""value"":411.51,""max"":432,""min"":400,""sd"":8.81}","{""value"":29.05,""max"":29.56,""min"":28.43,""sd"":0.36}","{""value"":48.15,""max"":50.47,""min"":46.54,""sd"":1.15}","{""value"":903.19,""max"":903.36,""min"":903.05,""sd"":0.16}",,,
"2020-09-10T14:36:10.000Z",2,"{""value"":8.73,""max"":10,""min"":7,""sd"":0.8}","{""value"":7.07,""max"":8,""min"":6,""sd"":0.46}","{""value"":5.93,""max"":7,""min"":5,""sd"":0.46}",,,,,,,,,
"2020-09-10T14:20:53.000Z",2,"{""value"":9.73,""max"":12,""min"":8,""sd"":1.17}","{""value"":9.67,""max"":12,""min"":8,""sd"":1.15}","{""value"":8.07,""max"":10,""min"":6,""sd"":0.99}",,,,,,,,,
"2020-09-10T14:20:53.000Z",,"{""value"":15.43,""max"":23,""min"":8,""sd"":3.99}","{""value"":10.8,""max"":14,""min"":8,""sd"":1.67}","{""value"":6.07,""max"":7,""min"":5,""sd"":0.87}","{""value"":0.13,""max"":0.73,""min"":0.09,""sd"":0.19}","{""value"":15.61,""max"":16,""min"":15,""sd"":0.58}","{""value"":385.09,""max"":401,""min"":370,""sd"":8.97}","{""value"":27.89,""max"":28.43,""min"":27.43,""sd"":0.34}","{""value"":51.79,""max"":53.49,""min"":50.07,""sd"":1.1}","{""value"":903.45,""max"":903.58,""min"":903.3,""sd"":0.17}",,,
"2020-09-10T14:05:34.000Z",2,"{""value"":13.67,""max"":16,""min"":12,""sd"":1.29}","{""value"":13.33,""max"":16,""min"":10,""sd"":1.72}",,,,,,,,,,
"2020-09-10T14:05:34.000Z",,"{""value"":15.13,""max"":25,""min"":11,""sd"":4.02}","{""value"":12.2,""max"":13,""min"":11,""sd"":0.68}","{""value"":9.07,""max"":10,""min"":8,""sd"":0.7}","{""value"":0.12,""max"":0.32,""min"":0.08,""sd"":0.14}","{""value"":16.11,""max"":17,""min"":16,""sd"":0.43}","{""value"":354.13,""max"":370,""min"":343,""sd"":7.83}","{""value"":27.11,""max"":27.42,""min"":26.78,""sd"":0.26}","{""value"":53.98,""max"":55.01,""min"":52.18,""sd"":0.92}","{""value"":903.67,""max"":903.75,""min"":903.55,""sd"":0.14}",,,
"2020-09-10T13:50:22.000Z",,"{""value"":18.9,""max"":31,""min"":11,""sd"":4.5}","{""value"":14.23,""max"":19,""min"":10,""sd"":2.53}","{""value"":9.03,""max"":12,""min"":7,""sd"":1.72}","{""value"":0.14,""max"":0.37,""min"":0.09,""sd"":0.16}","{""value"":17.08,""max"":18,""min"":16,""sd"":0.51}","{""value"":328.96,""max"":346,""min"":312,""sd"":10.46}","{""value"":26.27,""max"":26.83,""min"":25.77,""sd"":0.39}","{""value"":57.25,""max"":59.66,""min"":54.84,""sd"":1.4}","{""value"":903.74,""max"":903.79,""min"":903.69,""sd"":0.13}",,,
"2020-09-10T13:50:22.000Z",2,"{""value"":13.97,""max"":18,""min"":11,""sd"":1.28}","{""value"":13.17,""max"":17,""min"":11,""sd"":1.19}","{""value"":10.13,""max"":13,""min"":9,""sd"":0.96}",,,,,,,,,
"2020-09-10T13:33:12.000Z",2,"{""value"":9.6,""max"":12,""min"":8,""sd"":1.68}","{""value"":9.6,""max"":12,""min"":8,""sd"":1.68}","{""value"":7.53,""max"":10,""min"":6,""sd"":1.36}",,,,,,,,,
"2020-09-10T13:33:12.000Z",,"{""value"":13.67,""max"":25,""min"":10,""sd"":4.84}","{""value"":10.87,""max"":12,""min"":10,""sd"":0.74}","{""value"":6.93,""max"":8,""min"":6,""sd"":0.59}","{""value"":0.15,""max"":0.38,""min"":0.09,""sd"":0.18}","{""value"":18.11,""max"":19,""min"":18,""sd"":0.37}","{""value"":300.23,""max"":313,""min"":285,""sd"":7.85}","{""value"":25.33,""max"":25.74,""min"":24.89,""sd"":0.32}","{""value"":60.44,""max"":61.96,""min"":58.88,""sd"":1.01}","{""value"":903.64,""max"":903.74,""min"":903.57,""sd"":0.14}",,,
"2020-09-10T13:17:57.000Z",,"{""value"":15.77,""max"":29,""min"":9,""sd"":2.39}","{""value"":10.6,""max"":15,""min"":7,""sd"":1.75}","{""value"":6.57,""max"":9,""min"":4,""sd"":1.21}","{""value"":0.15,""max"":0.4,""min"":0.09,""sd"":0.19}","{""value"":19.35,""max"":20,""min"":19,""sd"":0.55}","{""value"":268.9,""max"":285,""min"":253,""sd"":8.54}","{""value"":24.34,""max"":24.86,""min"":23.82,""sd"":0.35}","{""value"":62.83,""max"":64.81,""min"":61.21,""sd"":1.02}","{""value"":903.65,""max"":903.71,""min"":903.59,""sd"":0.13}",,,
"2020-09-10T13:17:57.000Z",2,"{""value"":13.3,""max"":17,""min"":9,""sd"":1.68}","{""value"":11.9,""max"":15,""min"":9,""sd"":1.67}","{""value"":9,""max"":11,""min"":6,""sd"":1.16}",,,,,,,,,
"2020-09-10T13:02:44.000Z",,"{""value"":10.64,""max"":21,""min"":6,""sd"":2.15}","{""value"":6.62,""max"":10,""min"":5,""sd"":1.1}","{""value"":3.62,""max"":6,""min"":3,""sd"":0.79}","{""value"":0.13,""max"":0.29,""min"":0.09,""sd"":0.16}","{""value"":20.87,""max"":22,""min"":20,""sd"":0.57}","{""value"":238.31,""max"":253,""min"":225,""sd"":7.58}","{""value"":23.28,""max"":23.79,""min"":22.8,""sd"":0.33}","{""value"":65.12,""max"":65.95,""min"":64.46,""sd"":0.57}","{""value"":903.74,""max"":903.81,""min"":903.65,""sd"":0.15}",,,
"2020-09-10T13:02:44.000Z",2,"{""value"":6.03,""max"":10,""min"":3,""sd"":2.14}","{""value"":5.47,""max"":9,""min"":3,""sd"":1.67}","{""value"":4.4,""max"":7,""min"":3,""sd"":1.18}",,,,,,,,,
"2020-09-10T12:46:18.000Z",2,"{""value"":6.67,""max"":9,""min"":4,""sd"":1.18}","{""value"":5.93,""max"":7,""min"":4,""sd"":0.88}","{""value"":5.27,""max"":6,""min"":4,""sd"":0.59}",,,,,,,,,
"2020-09-10T12:46:18.000Z",,"{""value"":11.6,""max"":27,""min"":5,""sd"":7.7}","{""value"":7.07,""max"":9,""min"":5,""sd"":1.67}","{""value"":3.4,""max"":6,""min"":3,""sd"":0.83}","{""value"":0.14,""max"":0.32,""min"":0.09,""sd"":0.17}","{""value"":22.87,""max"":24,""min"":22,""sd"":0.86}","{""value"":207.18,""max"":220,""min"":188,""sd"":9.72}","{""value"":22.43,""max"":22.78,""min"":22.09,""sd"":0.28}","{""value"":67.43,""max"":69.22,""min"":65.38,""sd"":1.29}","{""value"":903.87,""max"":903.95,""min"":903.76,""sd"":0.14}",,,
"2020-09-10T12:31:05.000Z",2,"{""value"":6.53,""max"":9,""min"":5,""sd"":1.45}","{""value"":5.77,""max"":8,""min"":4,""sd"":1.22}","{""value"":4.5,""max"":7,""min"":3,""sd"":0.99}",,,,,,,,,
"2020-09-10T12:31:05.000Z",,"{""value"":10.6,""max"":18,""min"":5,""sd"":2.54}","{""value"":7.44,""max"":13,""min"":5,""sd"":1.8}","{""value"":3.8,""max"":7,""min"":3,""sd"":1.1}","{""value"":0.14,""max"":0.59,""min"":0.09,""sd"":0.2}","{""value"":26.42,""max"":28,""min"":25,""sd"":0.96}","{""value"":169.38,""max"":187,""min"":154,""sd"":9.75}","{""value"":21.77,""max"":22.08,""min"":21.44,""sd"":0.23}","{""value"":69.58,""max"":70.46,""min"":68.96,""sd"":0.51}","{""value"":903.84,""max"":903.94,""min"":903.75,""sd"":0.14}",,,
"2020-09-10T12:15:13.000Z",2,"{""value"":6.67,""max"":8,""min"":6,""sd"":0.72}","{""value"":6.2,""max"":7,""min"":6,""sd"":0.41}","{""value"":4.87,""max"":6,""min"":4,""sd"":0.74}",,,,,,,,,
